customer_message,expected_intent,predicted_intent,expected_decision,predicted_decision,similarity,suggested_response,reason
"@AmazonHelp Milford, US (Massachusetts) station is unable to deliver *any* package to my address on time, if ever—I suspect they're intentionally ""losing"" (destroying) my packages, #AmazonLogistics leadership team is unable to provide satisfaction #CloseTheStation #TerminateStationManagers",service_complaint,delivery_issue,escalate,escalate,0.26535759867469316,"@432927 I'm sorry for the delay. Did you contact our drivers, were we able to redirect the package to the correct address? ^DA",There is insufficient historical evidence for safe automatic handling of the delivery issue.
@AmazonHelp Providing my details 9th time. Let's see what you gonna do this time,service_complaint,service_complaint,auto_handle,escalate,0.4236069404067787,@446296 We won't be able to help you unless you share your details through the link provided earlier. ^AG,"The customer indicates an unresolved issue, repeated unsuccessful support, or insufficient context for safe automatic handling."
@AmazonHelp Dji phantom drones weren't available on amazonin. Are they available now since you showed one in the video lol,product_issue,service_complaint,escalate,escalate,0.3138054781247561,@453971 If you can reach out to us here: https://t.co/hApLpMlfHN we will be able to look into this further. ^PK,The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
@AmazonHelp @115851  sorry to bother you but Amazon did mentally harass with me specially for this product.Pls do the needful. Pls escalate till high,delivery_issue,product_issue,escalate,escalate,0.22374541783051557,"@492159 Thank you for keeping us posted, Durga. We will soon get back to you on this as we have your details.",There is insufficient historical evidence for safe automatic handling of the product issue.
Amazon drivers need to fix up - how are you gunna pull up outside my house and still deliver my parcel to the wrong address 😐,delivery_issue,delivery_issue,escalate,escalate,0.32752511908986676,"@403719 Oh no, Meredith! I'm sorry! Let's look at options regarding the order by phone or chat here: https://t.co/JzP7hlA23B ^TG",There is insufficient historical evidence for safe automatic handling of the delivery issue.
@AmazonHelp Still confused. Item I purchased is marked as Prime and in stock. Therefore should be despatched tomorrow latest surely? So I should have it Thursday? https://t.co/SaqeLWGZzK,prime_membership,prime_membership,escalate,escalate,0.2595402756454566,"@360243 Hey, some deliveries have a bit of extended delivery window since we're in a busy period. You can find more info here: https://t.co/Pk5qPx48vz ^MA",There is insufficient historical evidence for safe automatic handling of this Prime membership request.
Kitten TV on @116439 🐱🐱🐱 https://t.co/tmvlpcnbJ1,service_complaint,service_complaint,auto_handle,auto_handle,0.8062156179620165,"@737739 Oh no! Does this happen with any other videos or apps? As a first step, we recommend trying to restart your Fire TV: https://t.co/WyLZHkMsU8 ^MB",The complaint is sufficiently similar to historical support conversations and does not show a strong unresolved-support signal.
@AmazonHelp ordered a phone case and paid £6 for next day deliver yesterday to be told it would be delivered today but never turned up 🤷🏻‍♀️,service_complaint,payment_issue,escalate,escalate,0.20548117918760422,"@242723 We're sorry to know about the trouble with the cashback promotion. Allow us to check this better and assist, please share the required details, here: https://t.co/GIJyeY99fq and we'll get back. ^YP",The message involves an account or contact-detail issue that may require account-specific verification or human intervention.
"@AmazonHelp Non, comment faire et pourquoi?",service_complaint,service_complaint,auto_handle,auto_handle,0.8982772312367583,@340698 Vous pouvez joindre notre SAV via le lien suivant : https://t.co/hgIrz98cdI ^MA,The complaint is sufficiently similar to historical support conversations and does not show a strong unresolved-support signal.
"@AmazonHelp Gonna have to return another thing now, 3rd thing in the last 2 months",refund_return,refund_return,escalate,escalate,0.41336852381059486,@215406 Apologies. I'd like to understand this better. Please fill this form: https://t.co/beaaDm0muc. I'll look into it. ^ST,"Refund and return requests can involve order-specific actions, so they are escalated for safe handling."
"Just received my copy of #AnOrdinaryLife , thanks @115821 for Super fast delivery and really can't wait to start reading it @77379 https://t.co/cYFCPRFJEI",service_complaint,delivery_issue,escalate,escalate,0.3839478794345713,"@380437 Of course, Deborah! Just make sure to send us something yummy! ^BE",There is insufficient historical evidence for safe automatic handling of the delivery issue.
@AmazonHelp Hable con atención al cliente y puse día reclamaciones,service_complaint,service_complaint,auto_handle,escalate,0.6584609115491482,"@226776 Entiendo Ztruk, siento por el inconveniente. Si entraste en contacto con nuestro servicio al cliente, podrías por favor, informarnos cual solución te fue brindada, si aún no has entrado en contacto puedes hacerlo por medio de este enlace web: https://t.co/6SN97MjHSR ^CJ",The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
@AmazonHelp Where is the applications library??,service_complaint,service_complaint,auto_handle,escalate,0.36961528584345416,@132437 You provide further feedback on this to us directly here: https://t.co/zNI8NNUGbo thank you ^MI,The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
"@AmazonHelp Bonjour, possible d'avoir des nouvelles d'un colis qui n'arrive pas en point relais colis ?",delivery_issue,delivery_issue,escalate,escalate,0.31253884723942593,@208874 Est ce qu'il s'agit du même transporteur pour les 3 colis? ^RA,There is insufficient historical evidence for safe automatic handling of the delivery issue.
@AmazonHelp Customer care helpless. No answers except prod cut will be delivered,service_complaint,delivery_issue,escalate,escalate,0.26700769924657747,"@130691 I’m sorry about this experience with your order delivery. I’d like to assist you, please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest ^RW",There is insufficient historical evidence for safe automatic handling of the delivery issue.
@115821 customer service is trash I was told 3 different things each time I called Then they hung up when I asked to speak with a supervisor,service_complaint,service_complaint,auto_handle,escalate,0.46823667084407766,"@796044 Sorry for the poor experience. Without posting personal information, what's going on? We'd like to help where we can. ^RR",The customer explicitly requests human assistance or case-specific intervention.
"tried ordering Wide Sargasso Sea off @115821 because i need it for college and my shipping address clearly has Fredericksburg, VA in it and they sent it to Troy, AL 😤😤 @AmazonHelp https://t.co/FAvVqC0fdq",delivery_not_received,delivery_issue,escalate,escalate,0.2697698724131221,@484665 Have you checked to see if your account is logged into another device that someone else has access to? ^DA,There is insufficient historical evidence for safe automatic handling of the delivery issue.
@AmazonHelp Realmente eso es lo más importante y no la pérdida de mi pedido? Podéis pedirme por privado el número de seguimiento y así poder ayudarme creo.....,service_complaint,service_complaint,auto_handle,escalate,0.3639530363323629,"@812617 Hola. Espero que estés muy bien. 
¿Has contactado con el transportista para confirmar la información de seguimiento con ellos? ^DB",The historical evidence is not sufficiently strong for safe automatic handling of the complaint.
@AmazonHelp Amazonにこんなシステムがあったなんて……！,service_complaint,service_complaint,auto_handle,auto_handle,1.0,@115770 カスタマーサービスにてお問い合わせ済みとのことで、お手数をおかけいたしました。リプライいただきありがとうございました。ET,The complaint is sufficiently similar to historical support conversations and does not show a strong unresolved-support signal.
@115850 I didn't received my package but in app it showing package was delivered https://t.co/WUuva3geeo,delivery_not_received,delivery_not_received,auto_handle,auto_handle,0.47798451470060455,@148218 I'm sorry you didn't receive your parcel today. What does the tracking show for your parcel? https://t.co/aaDyEz1VgE ^HS,The message is sufficiently similar to historical delivery-resolution conversations and does not contain a strong escalation signal.
@AmazonHelp hi just got a notification saying my parcel was handed and delivered but I never received anything ?? Furthermore no one even knocked on my door ?,delivery_not_received,delivery_not_received,auto_handle,escalate,0.4182021654062753,"@229193 I'm sorry you don't have your parcel! We'd love to help out in any way we can! Please give these steps try: https://t.co/FVZlF5m2JQ, and keep us updated on the outcome. ^WJ","The order is marked as delivered but the customer reports not receiving it, which requires delivery investigation."
"Wondering how my @115821 order says it was delivered, but I have no package??? https://t.co/A952wmydFE",delivery_not_received,delivery_not_received,auto_handle,auto_handle,0.6013572001773704,@188723 I'm sorry you haven't received your order. Who is the carrier marked for your order: https://t.co/Y5jpI9gRhE? ^JP,The message is sufficiently similar to historical delivery-resolution conversations and does not contain a strong escalation signal.
@AmazonHelp Still I did not receive any calls from Amazon,delivery_not_received,delivery_not_received,escalate,escalate,0.715958685682901,"@632644 In this case, we'd like to look into this with you and leave agent feedback for you here: https://t.co/hApLpMlfHN ^DW","The customer reports that the delivery issue remains unresolved, including a missing expected contact or delivery follow-up."
I find it harder and harder to complain about a missing package on Amazon. I remember a time when there were a form and a button on the orders page. Now you have to contact support which is hell hard to do. I'm sure this is done on purpose but is it a fair practice @115821 ?,delivery_not_received,delivery_not_received,escalate,escalate,0.2770109018143614,@129372 I hate to hear your package hasn't shown up! Has the delivery date passed? ^MT,There is insufficient historical evidence for safe automatic handling of the delivery issue.
"Hey, @AmazonHelp, if my package says delivered but isn't in my mailbox like the notification says it is, should I contact you and give a report or contact USPS? I've looked all around and have asked my neighbors and nobody has it.",delivery_not_received,delivery_not_received,escalate,escalate,0.5525781339767427,"@329205 I'm sorry, don't fret yet! Let's try these steps first: https://t.co/9zP49AX3hn. Let us know if this helps! ^KJ","The order is marked as delivered but the customer reports not receiving it, which requires delivery investigation."
@AmazonHelp I sent them an email almost a week ago via the Vine help page &amp; have not received any response. What next?,delivery_not_received,delivery_not_received,escalate,escalate,0.32818430705306706,@371156 Just to clarify did you send an e-mail or request a call? ^LS,There is insufficient historical evidence for safe automatic handling of the delivery issue.
I wrote to you and it's been 2 days. I've not received any updates yet. @115850 @AmazonHelp https://t.co/uhRyuDZvpy,delivery_not_received,delivery_not_received,escalate,escalate,0.3604793938899755,@226259 Sorry to know that. We've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww and respond so that we can take this up further. ^EM,"The customer is requesting an update on an existing case, which may require case-specific information."
@AmazonHelp Since 3rd October I have lodge a complaint that I have not received the order which is showing as delivered.still not resolved.,delivery_not_received,delivery_not_received,escalate,escalate,0.351381348323184,"@327169 I am sorry for the troubles, Jacob! Have you tried these steps: https://t.co/Y4hwXoNXVw to locate delivery? Keep us posted! ^FR","The order is marked as delivered but the customer reports not receiving it, which requires delivery investigation."
@115850 tracking nos 184120347853 claims to be delivered but I have not signed nor received.,delivery_not_received,delivery_not_received,escalate,escalate,0.3023390784685833,"@670433 I'm sorry to hear you didn't receive your order! Have you tried the steps listed here: https://t.co/dPcToEbiUw? If you have, and you still can't locate the package, please reach us here: https://t.co/EKXRLsnxJu ^JS",There is insufficient historical evidence for safe automatic handling of the delivery issue.
